sample_id,date,hour,city,weather,cloud_cover,humidity,temperature,precipitation,solar_altitude,outdoor_lux
4723,2016-06-23,16,巴黎,晴,0.0,0.42,30.4,0.0,54.4,85200.0
4724,2016-06-23,16,巴黎,晴,0.0,0.42,30.4,0.0,54.3,85000.0
4725,2016-06-23,16,巴黎,晴,0.0,0.42,30.4,0.0,54.1,84700.0
4726,2016-06-23,16,巴黎,晴,0.0,0.42,30.4,0.0,54.0,84400.0
4727,2016-06-23,16,巴黎,晴,0.0,0.42,30.4,0.0,53.8,84300.0
4728,2016-06-23,16,巴黎,晴,0.0,0.42,30.4,0.0,53.7,84100.0
4729,2016-06-23,16,巴黎,晴,0.0,0.42,30.4,0.0,53.5,83900.0
4730,2016-06-23,16,巴黎,晴,0.0,0.42,30.4,0.0,53.3,83700.0
4731,2016-06-23,16,巴黎,晴,0.0,0.42,30.4,0.0,53.2,83400.0
4732,2016-06-23,16,巴黎,晴,0.0,0.42,30.4,0.0,53.0,83200.0
4733,2016-06-23,16,巴黎,晴,0.0,0.42,30.4,0.0,52.9,83000.0
4734,2016-06-23,16,巴黎,晴,0.0,0.42,30.4,0.0,52.7,83000.0
4735,2016-06-23,16,巴黎,晴,0.0,0.42,30.4,0.0,52.5,82900.0
4736,2016-06-23,16,巴黎,晴,0.0,0.42,30.4,0.0,52.4,82500.0
4737,2016-06-23,16,巴黎,晴,0.0,0.42,30.4,0.0,52.2,82300.0
4738,2016-06-23,16,巴黎,晴,0.0,0.42,30.4,0.0,52.1,82100.0
4739,2016-06-23,16,巴黎,晴,0.0,0.42,30.4,0.0,51.9,81800.0
4740,2016-06-23,16,巴黎,晴,0.0,0.42,30.4,0.0,51.7,81500.0
4741,2016-06-23,16,巴黎,晴,0.0,0.42,30.4,0.0,51.6,81300.0
4742,2016-06-23,16,巴黎,晴,0.0,0.42,30.4,0.0,51.4,81000.0
4743,2016-06-23,16,巴黎,晴,0.0,0.42,30.4,0.0,51.3,80900.0
4744,2016-06-23,16,巴黎,晴,0.0,0.42,30.4,0.0,51.1,80700.0
4745,2016-06-23,16,巴黎,晴,0.0,0.42,30.4,0.0,50.9,80300.0
4746,2016-06-23,16,巴黎,晴,0.0,0.42,30.4,0.0,50.8,80200.0
4747,2016-06-23,16,巴黎,晴,0.0,0.42,30.4,0.0,50.6,80000.0
4748,2016-06-23,16,巴黎,晴,0.0,0.42,30.4,0.0,50.4,79600.0
4749,2016-06-23,16,巴黎,晴,0.0,0.42,30.4,0.0,50.3,79500.0
4750,2016-06-23,16,巴黎,晴,0.0,0.42,30.4,0.0,50.1,79300.0
4751,2016-06-23,16,巴黎,晴,0.0,0.42,30.4,0.0,50.0,79000.0
4752,2016-06-23,16,巴黎,晴,0.0,0.42,30.4,0.0,49.8,78800.0
4753,2016-06-23,16,巴黎,晴,0.0,0.42,30.4,0.0,49.6,78600.0
4754,2016-06-23,16,巴黎,晴,0.0,0.42,30.3,0.0,49.5,78400.0
4755,2016-06-23,16,巴黎,晴,0.0,0.42,30.3,0.0,49.3,78200.0
4756,2016-06-23,16,巴黎,晴,0.0,0.42,30.3,0.0,49.1,77900.0
4757,2016-06-23,16,巴黎,晴,0.0,0.42,30.3,0.0,49.0,77700.0
4758,2016-06-23,16,巴黎,晴,0.0,0.42,30.3,0.0,48.8,77400.0
4759,2016-06-23,16,巴黎,晴,0.0,0.42,30.3,0.0,48.6,77000.0
4760,2016-06-23,16,巴黎,晴,0.0,0.42,30.3,0.0,48.5,76700.0
4761,2016-06-23,16,巴黎,晴,0.0,0.42,30.3,0.0,48.3,76600.0
4762,2016-06-23,16,巴黎,晴,0.0,0.42,30.3,0.0,48.1,76200.0
4763,2016-06-23,16,巴黎,晴,0.0,0.42,30.3,0.0,48.0,75800.0
4764,2016-06-23,16,巴黎,晴,0.0,0.42,30.3,0.0,47.8,75500.0
4765,2016-06-23,16,巴黎,晴,0.0,0.42,30.3,0.0,47.6,75400.0
4766,2016-06-23,16,巴黎,晴,0.0,0.42,30.3,0.0,47.5,74800.0
4767,2016-06-23,16,巴黎,晴,0.0,0.42,30.3,0.0,47.3,74800.0
4768,2016-06-23,16,巴黎,晴,0.0,0.42,30.3,0.0,47.1,74500.0
4769,2016-06-23,16,巴黎,晴,0.0,0.42,30.3,0.0,47.0,74200.0
4770,2016-06-23,16,巴黎,晴,0.0,0.42,30.3,0.0,46.8,74100.0
4771,2016-06-23,16,巴黎,晴,0.0,0.42,30.3,0.0,46.6,73800.0
4772,2016-06-23,16,巴黎,晴,0.0,0.42,30.3,0.0,46.5,73700.0
4773,2016-06-23,16,巴黎,晴,0.0,0.42,30.3,0.0,46.3,73300.0
4774,2016-06-23,16,巴黎,晴,0.0,0.42,30.3,0.0,46.1,73300.0
4775,2016-06-23,16,巴黎,晴,0.0,0.42,30.3,0.0,46.0,72800.0
4776,2016-06-23,16,巴黎,晴,0.0,0.42,30.3,0.0,45.8,72700.0
4777,2016-06-23,16,巴黎,晴,0.0,0.42,30.3,0.0,45.6,72400.0
4778,2016-06-23,16,巴黎,晴,0.0,0.42,30.3,0.0,45.4,72100.0
4779,2016-06-23,16,巴黎,晴,0.0,0.42,30.3,0.0,45.3,71800.0
4780,2016-06-23,16,巴黎,晴,0.0,0.42,30.3,0.0,45.1,71400.0
4781,2016-06-23,16,巴黎,晴,0.0,0.42,30.3,0.0,44.9,71200.0
4782,2016-06-23,16,巴黎,晴,0.0,0.42,30.3,0.0,44.8,71000.0
4783,2016-06-23,17,巴黎,晴,0.0,0.42,30.3,0.0,44.6,70900.0
4784,2016-06-23,17,巴黎,晴,0.0,0.42,30.3,0.0,44.4,70700.0
4785,2016-06-23,17,巴黎,晴,0.0,0.42,30.3,0.0,44.3,70500.0
4786,2016-06-23,17,巴黎,晴,0.0,0.42,30.3,0.0,44.1,70200.0
4787,2016-06-23,17,巴黎,晴,0.0,0.42,30.3,0.0,43.9,69760.0
4788,2016-06-23,17,巴黎,晴,0.0,0.42,30.3,0.0,43.7,69440.0
4789,2016-06-23,17,巴黎,晴,0.0,0.42,30.3,0.0,43.6,69050.0
4790,2016-06-23,17,巴黎,晴,0.0,0.42,30.3,0.0,43.4,68940.0
4791,2016-06-23,17,巴黎,晴,0.0,0.42,30.3,0.0,43.2,68730.0
4792,2016-06-23,17,巴黎,晴,0.0,0.42,30.3,0.0,43.1,68480.0
4793,2016-06-23,17,巴黎,晴,0.0,0.42,30.3,0.0,42.9,68210.0
4794,2016-06-23,17,巴黎,晴,0.0,0.42,30.3,0.0,42.7,67830.0
4795,2016-06-23,17,巴黎,晴,0.0,0.42,30.3,0.0,42.5,67560.0
4796,2016-06-23,17,巴黎,晴,0.0,0.42,30.3,0.0,42.4,67330.0
4797,2016-06-23,17,巴黎,晴,0.0,0.42,30.3,0.0,42.2,67010.0
4798,2016-06-23,17,巴黎,晴,0.0,0.42,30.3,0.0,42.0,66950.0
4799,2016-06-23,17,巴黎,晴,0.0,0.42,30.3,0.0,41.9,66650.0
4800,2016-06-23,17,巴黎,晴,0.0,0.42,30.3,0.0,41.7,66250.0
4801,2016-06-23,17,巴黎,晴,0.0,0.42,30.3,0.0,41.5,66100.0
4802,2016-06-23,17,巴黎,晴,0.0,0.42,30.3,0.0,41.3,65830.0
4803,2016-06-23,17,巴黎,晴,0.0,0.42,30.3,0.0,41.2,65510.0
4804,2016-06-23,17,巴黎,晴,0.0,0.42,30.3,0.0,41.0,65310.0
4805,2016-06-23,17,巴黎,晴,0.0,0.42,30.3,0.0,40.8,65090.0
4806,2016-06-23,17,巴黎,晴,0.0,0.42,30.3,0.0,40.6,64650.0
4807,2016-06-23,17,巴黎,晴,0.0,0.42,30.3,0.0,40.5,64550.0
4808,2016-06-23,17,巴黎,晴,0.0,0.42,30.3,0.0,40.3,64220.0
4809,2016-06-23,17,巴黎,晴,0.0,0.42,30.3,0.0,40.1,63990.0
4810,2016-06-23,17,巴黎,晴,0.0,0.42,30.3,0.0,40.0,63810.0
4811,2016-06-23,17,巴黎,晴,0.0,0.42,30.3,0.0,39.8,63450.0
4812,2016-06-23,17,巴黎,晴,0.0,0.42,30.3,0.0,39.6,63160.0
4813,2016-06-23,17,巴黎,晴,0.01,0.45,29.8,0.0,39.4,62820.0
4814,2016-06-23,17,巴黎,晴,0.01,0.45,29.8,0.0,39.3,62480.0
4815,2016-06-23,17,巴黎,晴,0.01,0.45,29.8,0.0,39.1,62160.0
4816,2016-06-23,17,巴黎,晴,0.01,0.45,29.8,0.0,38.9,61850.0
4817,2016-06-23,17,巴黎,晴,0.01,0.45,29.8,0.0,38.7,61610.0
4818,2016-06-23,17,巴黎,晴,0.01,0.45,29.8,0.0,38.6,61280.0
4819,2016-06-23,17,巴黎,晴,0.01,0.45,29.8,0.0,38.4,60970.0
4820,2016-06-23,17,巴黎,晴,0.01,0.45,29.8,0.0,38.2,60580.0
4821,2016-06-23,17,巴黎,晴,0.01,0.45,29.8,0.0,38.0,60340.0
4822,2016-06-23,17,巴黎,晴,0.01,0.45,29.8,0.0,37.9,59930.0
4823,2016-06-23,17,巴黎,晴,0.01,0.45,29.8,0.0,37.7,59610.0
4824,2016-06-23,18,巴黎,晴,0.01,0.45,29.8,0.0,31.1,48100.0
4825,2016-06-23,19,巴黎,晴,0.0,0.51,27.3,0.0,16.5,21470.0
4826,2016-06-23,19,巴黎,晴,0.0,0.51,27.3,0.0,16.4,21210.0
4827,2016-06-23,19,巴黎,晴,0.0,0.51,27.3,0.0,16.2,20940.0
4828,2016-06-23,19,巴黎,晴,0.0,0.51,27.3,0.0,16.0,20650.0
4829,2016-06-23,19,巴黎,晴,0.0,0.51,27.3,0.0,15.9,20300.0
4830,2016-06-23,19,巴黎,晴,0.0,0.51,27.3,0.0,15.7,20080.0
4831,2016-06-23,19,巴黎,晴,0.0,0.51,27.3,0.0,15.5,19710.0
4832,2016-06-23,19,巴黎,晴,0.0,0.51,27.3,0.0,15.4,19530.0
4833,2016-06-23,19,巴黎,晴,0.0,0.51,27.3,0.0,15.2,19330.0
4834,2016-06-23,19,巴黎,晴,0.0,0.51,27.3,0.0,15.1,19070.0
4835,2016-09-29,9,巴黎,晴,0.01,0.93,13.4,0.0,15.0,20900.0
4836,2016-09-29,9,巴黎,晴,0.01,0.93,13.4,0.0,15.1,21080.0
4837,2016-09-29,9,巴黎,晴,0.01,0.93,13.4,0.0,15.3,21540.0
4838,2016-09-29,9,巴黎,晴,0.01,0.93,13.4,0.0,15.5,21890.0
4839,2016-09-29,9,巴黎,晴,0.01,0.93,13.4,0.0,15.6,22160.0
4840,2016-09-29,9,巴黎,晴,0.01,0.93,13.4,0.0,15.8,22600.0
4841,2016-09-29,9,巴黎,晴,0.01,0.93,13.4,0.0,16.0,22950.0
4842,2016-09-29,9,巴黎,晴,0.01,0.93,13.4,0.0,16.1,23330.0
4843,2016-09-29,9,巴黎,晴,0.01,0.93,13.4,0.0,16.3,23470.0
4844,2016-09-29,9,巴黎,晴,0.01,0.93,13.4,0.0,16.4,23860.0
4845,2016-09-29,9,巴黎,晴,0.01,0.93,13.4,0.0,16.6,24320.0
4846,2016-09-29,9,巴黎,晴,0.01,0.93,13.4,0.0,16.8,24550.0
4847,2016-09-29,9,巴黎,晴,0.01,0.93,13.4,0.0,16.9,24830.0
4848,2016-09-29,9,巴黎,晴,0.01,0.93,13.4,0.0,17.1,25240.0
4849,2016-09-29,9,巴黎,晴,0.01,0.93,13.4,0.0,17.2,25430.0
4850,2016-09-29,9,巴黎,晴,0.01,0.93,13.4,0.0,17.4,25760.0
4851,2016-09-29,9,巴黎,晴,0.01,0.93,13.4,0.0,17.6,26080.0
4852,2016-09-29,9,巴黎,晴,0.01,0.93,13.4,0.0,17.7,26290.0
4853,2016-09-29,9,巴黎,晴,0.01,0.93,13.4,0.0,17.9,26610.0
4854,2016-09-29,9,巴黎,晴,0.01,0.93,13.4,0.0,18.0,27050.0
4855,2016-09-29,9,巴黎,晴,0.01,0.93,13.4,0.0,18.2,27370.0
4856,2016-09-29,9,巴黎,晴,0.05,0.76,17.7,0.0,18.4,27540.0
4857,2016-09-29,9,巴黎,晴,0.05,0.76,17.7,0.0,18.5,27780.0
4858,2016-09-29,9,巴黎,晴,0.05,0.76,17.7,0.0,18.7,28160.0
4859,2016-09-29,9,巴黎,晴,0.05,0.76,17.7,0.0,18.8,28460.0
4860,2016-09-29,9,巴黎,晴,0.05,0.76,17.7,0.0,19.0,28680.0
4861,2016-09-29,9,巴黎,晴,0.05,0.76,17.7,0.0,19.1,28840.0
4862,2016-09-29,9,巴黎,晴,0.05,0.76,17.7,0.0,19.3,29190.0
4863,2016-09-29,9,巴黎,晴,0.05,0.76,17.7,0.0,19.5,29310.0
4864,2016-09-29,9,巴黎,晴,0.05,0.76,17.7,0.0,19.6,29650.0
4865,2016-09-29,9,巴黎,晴,0.05,0.76,17.7,0.0,19.8,29980.0
4866,2016-09-29,9,巴黎,晴,0.05,0.76,17.7,0.0,19.9,30100.0
4867,2016-09-29,9,巴黎,晴,0.05,0.76,17.7,0.0,20.1,30440.0
4868,2016-09-29,9,巴黎,晴,0.05,0.76,17.7,0.0,20.2,30790.0
4869,2016-09-29,9,巴黎,晴,0.05,0.76,17.7,0.0,20.4,31120.0
4870,2016-09-29,9,巴黎,晴,0.05,0.76,17.7,0.0,20.6,31590.0
4871,2016-09-29,9,巴黎,晴,0.05,0.76,17.7,0.0,20.7,31960.0
4872,2016-09-29,9,巴黎,晴,0.05,0.76,17.7,0.0,20.9,32170.0
4873,2016-09-29,9,巴黎,晴,0.05,0.76,17.7,0.0,21.0,32440.0
4874,2016-09-29,9,巴黎,晴,0.05,0.76,17.7,0.0,21.2,32760.0
4875,2016-09-29,9,巴黎,晴,0.05,0.76,17.7,0.0,21.3,33140.0
4876,2016-09-29,9,巴黎,晴,0.05,0.76,17.7,0.0,21.5,33370.0
4877,2016-09-29,9,巴黎,晴,0.05,0.76,17.7,0.0,21.6,33550.0
4878,2016-09-29,9,巴黎,晴,0.05,0.76,17.7,0.0,21.8,34020.0
4879,2016-09-29,9,巴黎,晴,0.05,0.76,17.7,0.0,21.9,34390.0
4880,2016-09-29,9,巴黎,晴,0.05,0.76,17.7,0.0,22.1,34650.0
4881,2016-09-29,9,巴黎,晴,0.05,0.76,17.7,0.0,22.2,34750.0
4882,2016-09-29,9,巴黎,晴,0.05,0.76,17.7,0.0,22.4,35120.0
4883,2016-09-29,9,巴黎,晴,0.05,0.76,17.7,0.0,22.5,35270.0
4884,2016-09-29,9,巴黎,晴,0.05,0.76,17.7,0.0,22.7,35650.0
4885,2016-09-29,9,巴黎,晴,0.05,0.76,17.7,0.0,22.8,36000.0
4886,2016-09-29,10,巴黎,晴,0.05,0.76,17.7,0.0,23.0,36170.0
4887,2016-09-29,10,巴黎,晴,0.05,0.76,17.7,0.0,23.1,36470.0
4888,2016-09-29,10,巴黎,晴,0.05,0.76,17.7,0.0,23.3,36800.0
4889,2016-09-29,10,巴黎,晴,0.05,0.76,17.7,0.0,23.4,37060.0
4890,2016-09-29,10,巴黎,晴,0.05,0.76,17.7,0.0,23.6,37320.0
4891,2016-09-29,10,巴黎,晴,0.05,0.76,17.7,0.0,23.7,37620.0
4892,2016-09-29,10,巴黎,晴,0.05,0.76,17.7,0.0,23.9,38020.0
4893,2016-09-29,10,巴黎,晴,0.05,0.76,17.7,0.0,24.0,38290.0
4894,2016-09-29,10,巴黎,晴,0.05,0.76,17.7,0.0,24.2,38610.0
4895,2016-09-29,10,巴黎,晴,0.05,0.76,17.7,0.0,24.3,38930.0
4896,2016-09-29,10,巴黎,晴,0.05,0.76,17.7,0.0,24.5,39170.0
4897,2016-09-29,10,巴黎,晴,0.05,0.76,17.7,0.0,24.6,39520.0
4898,2016-09-29,10,巴黎,晴,0.05,0.76,17.7,0.0,24.8,39810.0
4899,2016-09-29,10,巴黎,晴,0.05,0.76,17.7,0.0,24.9,40100.0
4900,2016-09-29,10,巴黎,晴,0.05,0.76,17.7,0.0,25.1,40240.0
4901,2016-09-29,10,巴黎,晴,0.05,0.76,17.7,0.0,25.2,40530.0
4902,2016-09-29,10,巴黎,晴,0.05,0.76,17.7,0.0,25.3,40910.0
4903,2016-09-29,10,巴黎,晴,0.05,0.76,17.7,0.0,25.5,41210.0
4904,2016-09-29,10,巴黎,晴,0.05,0.76,17.7,0.0,25.6,41390.0
4905,2016-09-29,10,巴黎,晴,0.05,0.76,17.7,0.0,25.8,41730.0
4906,2016-09-29,10,巴黎,晴,0.05,0.76,17.7,0.0,25.9,41970.0
4907,2016-09-29,10,巴黎,晴,0.05,0.76,17.7,0.0,26.1,42290.0
4908,2016-09-29,10,巴黎,晴,0.05,0.76,17.7,0.0,26.2,42550.0
4909,2016-09-29,10,巴黎,晴,0.05,0.76,17.7,0.0,26.3,42990.0
4910,2016-09-29,10,巴黎,晴,0.05,0.76,17.7,0.0,26.5,43160.0
4911,2016-09-29,10,巴黎,晴,0.05,0.76,17.7,0.0,26.6,43460.0
4912,2016-09-29,10,巴黎,晴,0.05,0.76,17.7,0.0,26.8,43730.0
4913,2016-09-29,10,巴黎,晴,0.05,0.76,17.7,0.0,26.9,43900.0
4914,2016-09-29,10,巴黎,晴,0.05,0.76,17.7,0.0,27.0,44220.0
4915,2016-09-29,10,巴黎,晴,0.05,0.76,17.7,0.0,27.2,44480.0
4916,2016-09-29,10,巴黎,晴,0.05,0.76,17.7,0.0,27.3,44770.0
4917,2016-09-29,10,巴黎,晴,0.04,0.65,20.4,0.0,27.5,44990.0
4918,2016-09-29,10,巴黎,晴,0.04,0.65,20.4,0.0,27.6,45240.0
4919,2016-09-29,10,巴黎,晴,0.04,0.65,20.4,0.0,27.7,45530.0
4920,2016-09-29,10,巴黎,晴,0.04,0.65,20.4,0.0,27.9,45740.0
4921,2016-09-29,10,巴黎,晴,0.04,0.65,20.4,0.0,28.0,45980.0
4922,2016-09-29,10,巴黎,晴,0.04,0.65,20.4,0.0,28.2,46320.0
4923,2016-09-29,10,巴黎,晴,0.04,0.65,20.4,0.0,28.3,46420.0
4924,2016-09-29,10,巴黎,晴,0.04,0.65,20.4,0.0,28.4,46590.0
4925,2016-09-29,10,巴黎,晴,0.04,0.65,20.4,0.0,28.6,46980.0
4926,2016-09-29,10,巴黎,晴,0.04,0.65,20.4,0.0,28.7,47140.0
4927,2016-09-29,10,巴黎,晴,0.04,0.65,20.4,0.0,28.8,47230.0
4928,2016-09-29,10,巴黎,晴,0.04,0.65,20.4,0.0,29.0,47650.0
4929,2016-09-29,10,巴黎,晴,0.04,0.65,20.4,0.0,29.1,48060.0
4930,2016-09-29,10,巴黎,晴,0.04,0.65,20.4,0.0,29.2,48220.0
4931,2016-09-29,10,巴黎,晴,0.04,0.65,20.4,0.0,29.4,48440.0
4932,2016-09-29,10,巴黎,晴,0.04,0.65,20.4,0.0,29.5,48720.0
4933,2016-09-29,10,巴黎,晴,0.04,0.65,20.4,0.0,29.6,49020.0
4934,2016-09-29,10,巴黎,晴,0.04,0.65,20.4,0.0,29.7,49230.0
4935,2016-09-29,10,巴黎,晴,0.04,0.65,20.4,0.0,29.9,49390.0
4936,2016-09-29,10,巴黎,晴,0.04,0.65,20.4,0.0,30.0,49690.0
4937,2016-09-29,10,巴黎,晴,0.04,0.65,20.4,0.0,30.1,49870.0
4938,2016-09-29,10,巴黎,晴,0.04,0.65,20.4,0.0,30.3,50270.0
4939,2016-09-29,10,巴黎,晴,0.04,0.65,20.4,0.0,30.4,50650.0
4940,2016-09-29,10,巴黎,晴,0.04,0.65,20.4,0.0,30.5,50970.0
4941,2016-09-29,10,巴黎,晴,0.04,0.65,20.4,0.0,30.6,51270.0
4942,2016-09-29,10,巴黎,晴,0.04,0.65,20.4,0.0,30.8,51420.0
4943,2016-09-29,10,巴黎,晴,0.04,0.65,20.4,0.0,30.9,51630.0
4944,2016-09-29,10,巴黎,晴,0.04,0.65,20.4,0.0,31.0,51760.0
4945,2016-09-29,10,巴黎,晴,0.04,0.65,20.4,0.0,31.2,52110.0
4946,2016-09-29,11,巴黎,晴,0.04,0.65,20.4,0.0,31.3,52380.0
4947,2016-09-29,11,巴黎,晴,0.04,0.65,20.4,0.0,31.4,52620.0
4948,2016-09-29,11,巴黎,晴,0.04,0.65,20.4,0.0,31.5,52790.0
4949,2016-09-29,11,巴黎,晴,0.04,0.65,20.4,0.0,31.6,53000.0
4950,2016-09-29,11,巴黎,晴,0.04,0.65,20.4,0.0,31.8,53230.0
4951,2016-09-29,11,巴黎,晴,0.04,0.65,20.4,0.0,31.9,53560.0
4952,2016-09-29,11,巴黎,晴,0.04,0.65,20.4,0.0,32.0,53790.0
4953,2016-09-29,11,巴黎,晴,0.04,0.65,20.4,0.0,32.1,53970.0
4954,2016-09-29,11,巴黎,晴,0.04,0.65,20.4,0.0,32.2,54220.0
4955,2016-09-29,11,巴黎,晴,0.04,0.65,20.4,0.0,32.4,54580.0
4956,2016-09-29,11,巴黎,晴,0.04,0.65,20.4,0.0,32.5,54730.0
4957,2016-09-29,11,巴黎,晴,0.04,0.65,20.4,0.0,32.6,54730.0
4958,2016-09-29,11,巴黎,晴,0.04,0.65,20.4,0.0,32.7,54980.0
4959,2016-09-29,11,巴黎,晴,0.04,0.65,20.4,0.0,32.8,55130.0
4960,2016-09-29,11,巴黎,晴,0.04,0.65,20.4,0.0,33.0,55130.0
4961,2016-09-29,11,巴黎,晴,0.04,0.65,20.4,0.0,33.1,55460.0
4962,2016-09-29,11,巴黎,晴,0.04,0.65,20.4,0.0,33.2,55580.0
4963,2016-09-29,11,巴黎,晴,0.04,0.65,20.4,0.0,33.3,56130.0
4964,2016-09-29,11,巴黎,晴,0.04,0.65,20.4,0.0,33.4,56190.0
4965,2016-09-29,11,巴黎,晴,0.04,0.65,20.4,0.0,33.5,56450.0
4966,2016-09-29,11,巴黎,晴,0.04,0.65,20.4,0.0,33.6,56740.0
4967,2016-09-29,11,巴黎,晴,0.04,0.65,20.4,0.0,33.8,56800.0
4968,2016-09-29,11,巴黎,晴,0.04,0.65,20.4,0.0,33.9,57170.0
4969,2016-09-29,11,巴黎,晴,0.04,0.65,20.4,0.0,34.0,57200.0
4970,2016-09-29,11,巴黎,晴,0.04,0.65,20.4,0.0,34.1,57450.0
4971,2016-09-29,11,巴黎,晴,0.04,0.65,20.4,0.0,34.2,57640.0
4972,2016-09-29,11,巴黎,晴,0.04,0.65,20.4,0.0,34.3,57960.0
4973,2016-09-29,11,巴黎,晴,0.04,0.65,20.4,0.0,34.4,58050.0
4974,2016-09-29,11,巴黎,晴,0.04,0.65,20.4,0.0,34.5,58300.0
4975,2016-09-29,11,巴黎,晴,0.04,0.65,20.4,0.0,34.6,58350.0
4976,2016-09-29,11,巴黎,晴,0.13,0.57,22.4,0.0,34.7,58670.0
4977,2016-09-29,11,巴黎,晴,0.13,0.57,22.4,0.0,34.8,58880.0
4978,2016-09-29,11,巴黎,晴,0.13,0.57,22.4,0.0,34.9,59050.0
4979,2016-09-29,11,巴黎,晴,0.13,0.57,22.4,0.0,35.1,59310.0
4980,2016-09-29,11,巴黎,晴,0.13,0.57,22.4,0.0,35.2,59410.0
4981,2016-09-29,11,巴黎,晴,0.13,0.57,22.4,0.0,35.3,59730.0
4982,2016-09-29,11,巴黎,晴,0.13,0.57,22.4,0.0,35.4,59810.0
4983,2016-09-29,11,巴黎,晴,0.13,0.57,22.4,0.0,35.5,60040.0
4984,2016-09-29,11,巴黎,晴,0.13,0.57,22.4,0.0,35.6,60140.0
4985,2016-09-29,11,巴黎,晴,0.13,0.57,22.4,0.0,35.7,60430.0
4986,2016-09-29,11,巴黎,晴,0.13,0.57,22.4,0.0,35.8,60570.0
4987,2016-09-29,11,巴黎,晴,0.13,0.57,22.4,0.0,35.9,60570.0
4988,2016-09-29,11,巴黎,晴,0.13,0.57,22.4,0.0,36.0,60930.0
4989,2016-09-29,11,巴黎,晴,0.13,0.57,22.4,0.0,36.1,61090.0
4990,2016-09-29,11,巴黎,晴,0.13,0.57,22.4,0.0,36.2,61240.0
4991,2016-09-29,11,巴黎,晴,0.13,0.57,22.4,0.0,36.2,61420.0
4992,2016-09-29,11,巴黎,晴,0.13,0.57,22.4,0.0,36.3,61770.0
4993,2016-09-29,11,巴黎,晴,0.13,0.57,22.4,0.0,36.4,61750.0
4994,2016-09-29,11,巴黎,晴,0.13,0.57,22.4,0.0,36.5,62030.0
4995,2016-09-29,11,巴黎,晴,0.13,0.57,22.4,0.0,36.6,62150.0
4996,2016-09-29,11,巴黎,晴,0.13,0.57,22.4,0.0,36.7,62150.0
4997,2016-09-29,11,巴黎,晴,0.13,0.57,22.4,0.0,36.8,62640.0
4998,2016-09-29,11,巴黎,晴,0.13,0.57,22.4,0.0,36.9,62680.0
4999,2016-09-29,11,巴黎,晴,0.13,0.57,22.4,0.0,37.0,62730.0
5000,2016-09-29,11,巴黎,晴,0.13,0.57,22.4,0.0,37.1,63090.0
5001,2016-09-29,11,巴黎,晴,0.13,0.57,22.4,0.0,37.2,63120.0
5002,2016-09-29,11,巴黎,晴,0.13,0.57,22.4,0.0,37.3,63170.0
5003,2016-09-29,11,巴黎,晴,0.13,0.57,22.4,0.0,37.3,63510.0
5004,2016-09-29,11,巴黎,晴,0.13,0.57,22.4,0.0,37.4,63580.0
5005,2016-09-29,11,巴黎,晴,0.13,0.57,22.4,0.0,37.5,63610.0
5006,2016-09-29,12,巴黎,晴,0.13,0.57,22.4,0.0,37.6,63780.0
5007,2016-09-29,12,巴黎,晴,0.13,0.57,22.4,0.0,37.7,63890.0
5008,2016-09-29,12,巴黎,晴,0.13,0.57,22.4,0.0,37.8,63800.0
5009,2016-09-29,12,巴黎,晴,0.13,0.57,22.4,0.0,37.8,64270.0
5010,2016-09-29,12,巴黎,晴,0.13,0.57,22.4,0.0,37.9,64340.0
5011,2016-09-29,12,巴黎,晴,0.13,0.57,22.4,0.0,38.0,64450.0
5012,2016-09-29,12,巴黎,晴,0.13,0.57,22.4,0.0,38.1,64680.0
5013,2016-09-29,12,巴黎,晴,0.13,0.57,22.4,0.0,38.2,64630.0
5014,2016-09-29,12,巴黎,晴,0.13,0.57,22.4,0.0,38.2,64750.0
5015,2016-09-29,12,巴黎,晴,0.13,0.57,22.4,0.0,38.3,65300.0
5016,2016-09-29,12,巴黎,晴,0.13,0.57,22.4,0.0,38.4,65020.0
5017,2016-09-29,12,巴黎,晴,0.13,0.57,22.4,0.0,38.5,65130.0
5018,2016-09-29,12,巴黎,晴,0.13,0.57,22.4,0.0,38.6,65200.0
5019,2016-09-29,12,巴黎,晴,0.13,0.57,22.4,0.0,38.6,65520.0
5020,2016-09-29,12,巴黎,晴,0.13,0.57,22.4,0.0,38.8,65820.0
5021,2016-09-29,12,巴黎,晴,0.13,0.57,22.4,0.0,38.8,66160.0
5022,2016-09-29,12,巴黎,晴,0.13,0.57,22.4,0.0,38.9,66050.0
5023,2016-09-29,12,巴黎,晴,0.13,0.57,22.4,0.0,39.0,66140.0
5024,2016-09-29,12,巴黎,晴,0.13,0.57,22.4,0.0,39.1,66370.0
5025,2016-09-29,12,巴黎,晴,0.13,0.57,22.4,0.0,39.1,66810.0
5026,2016-09-29,12,巴黎,晴,0.13,0.57,22.4,0.0,39.2,66730.0
5027,2016-09-29,12,巴黎,晴,0.13,0.57,22.4,0.0,39.3,67050.0
5028,2016-09-29,12,巴黎,晴,0.13,0.57,22.4,0.0,39.3,66900.0
5029,2016-09-29,12,巴黎,晴,0.13,0.57,22.4,0.0,39.4,67020.0
5030,2016-09-29,12,巴黎,晴,0.13,0.57,22.4,0.0,39.4,67040.0
5031,2016-09-29,12,巴黎,晴,0.13,0.57,22.4,0.0,39.5,67110.0
5032,2016-09-29,12,巴黎,晴,0.13,0.57,22.4,0.0,39.6,67170.0
